Hurguada								
 27.15         33.717        14            2 								
								
 hy	 p	 Ta	 RH	G_Bh	G_Dh	N	 FF	 DD
6832	1011	33.1	37	248	84	0	7.5	10
6833	1011	32.1	38	76	47	0	7.3	360
6834	1011	31.1	38	0	1	0	6.9	14
6835	1011	30.4	43	0	0	0	5.6	355
6836	1011	29.7	43	0	0	0	5.8	23
6837	1011	29	45	0	0	0	5.4	17
6838	1011	28.3	48	0	0	0	4.6	1
6839	1011	27.6	49	0	0	0	4.4	8
6840	1011	26.9	48	0	0	0	3.5	5
6841	1011	26.3	49	0	0	0	3.3	349
6842	1011	25.7	50	0	0	0	2.9	22
6843	1011	25.3	49	0	0	0	3.3	21
6844	1011	25	48	0	0	0	2.8	3
6845	1011	24.8	50	0	0	0	2.3	357
6846	1011	24.7	50	0	0	0	1.1	4
6847	1011	25.6	47	65	46	0	0.8	4
6848	1011	27.1	43	239	82	0	0.8	357
6849	1011	28.6	40	423	102	0	1.9	347
6850	1011	30.1	33	564	128	0	2.6	19
6851	1011	31.3	29	661	142	0	2.8	353
6852	1011	32.3	29	688	151	0	3.2	333
6853	1011	33	29	641	156	0	3.9	16
6854	1011	33.3	31	554	137	0	3.5	337
6855	1011	33.2	32	409	117	0	3.7	62
6856	1011	32.7	34	234	89	0	3.5	36
6857	1011	31.7	38	68	48	0	3.5	70
6858	1011	30.7	41	0	0	0	3	10
6859	1011	29.9	47	0	0	0	2.1	55
6860	1011	29.2	45	0	0	0	2.6	332
6861	1011	28.5	49	0	0	0	1.9	332
6862	1011	27.8	52	0	0	0	2.3	347
6863	1011	27.1	57	0	0	0	0.5	334
6864	1011	26.4	55	0	0	0	1.1	158
6865	1011	25.8	56	0	0	0	0.7	295
6866	1011	25.2	57	0	0	0	0.9	286
6867	1011	24.9	57	0	0	0	2.3	304
6868	1011	24.6	59	0	0	0	2.5	300
6869	1011	24.4	57	0	0	0	1.5	304
6870	1011	24.4	61	0	0	0	2.1	301
6871	1011	25.3	57	65	45	0	1.1	311
6872	1012	26.7	52	238	81	0	1.1	298
6873	1012	28.3	46	431	99	0	1.9	307
6874	1012	29.8	37	587	112	0	2.5	243
6875	1012	31.1	36	674	131	0	2.5	62
6876	1012	32.1	33	701	140	0	2.5	317
6877	1012	32.8	31	691	123	0	3	54
6878	1012	33.1	29	599	107	0	3.2	55
6879	1012	33.1	31	441	97	0	3.5	10
6880	1012	32.6	32	251	76	0	3.3	341
6881	1012	31.6	32	74	44	0	3.9	40
6882	1012	30.5	36	0	1	0	3.7	359
6883	1012	29.8	42	0	0	0	4.1	352
6884	1012	29.1	41	0	0	0	3.3	356
6885	1012	28.4	43	0	0	0	3.3	32
6886	1012	27.7	47	0	0	0	3.2	347
6887	1012	26.9	47	0	0	0	2.8	2
6888	1012	26.2	49	0	0	0	3	354
6889	1012	25.6	54	0	0	0	2.8	37
6890	1012	25	56	0	0	0	3.2	19
6891	1012	24.7	57	0	0	0	3.9	31
6892	1012	24.4	61	0	0	0	3.7	355
6893	1012	24.2	64	0	0	0	3.5	352
6894	1012	24.2	67	0	0	0	3.5	337
6895	1012	25.1	64	66	44	0	3.5	1
6896	1012	26.5	58	248	73	0	4.1	318
6897	1012	28.1	53	446	86	0	4.1	3
6898	1012	29.6	44	585	111	0	4.6	355
6899	1012	30.9	41	689	120	0	6.1	333
6900	1012	31.9	36	722	125	0	6.3	58
6901	1012	32.6	33	707	111	0	5.6	163
6902	1012	33	35	615	96	0	5.2	313
6903	1012	33	35	469	75	0	6.5	315
6904	1012	32.4	35	271	63	0	6.1	333
6905	1011	31.5	36	76	44	0	6.5	303
6906	1011	30.4	37	0	1	0	7.3	308
6907	1011	29.6	43	0	0	0	6.9	306
6908	1011	28.8	45	0	0	0	5.4	329
6909	1011	28	48	0	0	0	5	324
6910	1011	27.2	49	0	0	0	4.4	293
6911	1011	26.4	49	0	0	0	3.7	295
6912	1011	25.6	48	0	0	0	4.2	298
6913	1011	24.9	51	0	0	0	4.4	312
6914	1011	24.2	55	0	0	0	4.1	304
6915	1011	23.8	55	0	0	0	4.8	266
6916	1011	23.4	58	0	0	0	4.2	297
6917	1011	23.1	60	0	0	0	4.1	83
6918	1011	23.1	56	0	0	0	5	67
6919	1011	23.9	56	47	55	0	6.3	28
6920	1011	25.2	54	201	101	0	6.5	17
6921	1011	26.6	51	371	129	0	5.4	7
6922	1011	27.9	46	511	153	0	5.4	14
6923	1011	29.1	44	584	182	0	5.8	8
6924	1011	30.1	38	651	166	0	6.5	347
6925	1011	30.7	36	599	173	0	5.6	354
6926	1011	30.9	36	513	158	0	5.8	343
6927	1011	30.9	35	362	135	0	5.4	20
6928	1011	30.3	39	194	106	0	5.8	331
6929	1011	29.4	43	49	56	0	5	357
6930	1011	28.4	49	0	0	0	4.6	12
6931	1011	27.8	54	0	0	0	4.6	92
6932	1011	27.2	54	0	0	0	5	41
6933	1011	26.6	54	0	0	0	5.4	186
6934	1011	25.9	56	0	0	0	5	273
6935	1011	25.3	63	0	0	0	4.4	278
6936	1011	24.7	64	0	0	0	4.4	340
6937	1011	24.3	60	0	0	0	5	300
6938	1011	23.9	61	0	0	0	3.9	352
6939	1011	23.7	64	0	0	0	5.8	74
6940	1011	23.5	62	0	0	0	5.6	49
6941	1011	23.3	63	0	0	0	5.2	342
6942	1011	23.3	62	0	0	0	4.5	336
6943	1011	24.2	60	61	44	0	4.8	33
6944	1011	25.6	55	223	85	0	5	56
6945	1011	27.2	50	405	107	0	5.8	341
6946	1011	28.8	43	563	119	0	7.3	25
6947	1011	30.1	38	663	130	0	7.5	333
6948	1011	31.1	38	709	127	0	8	264
6949	1011	31.9	37	679	121	0	7.5	307
6950	1011	32.2	36	586	106	0	7.5	263
6951	1011	32.2	37	452	79	0	8.6	311
6952	1011	31.7	41	257	69	0	8.6	226
6953	1011	30.7	45	66	47	0	8.8	184
6954	1011	29.6	48	0	1	0	8.4	235
6955	1011	28.9	54	0	0	0	7.3	42
6956	1011	28.3	55	0	0	0	7.5	328
6957	1011	27.6	56	0	0	0	7.5	23
6958	1011	27	58	0	0	0	6.5	354
6959	1011	26.3	61	0	0	0	6.5	5
6960	1011	25.6	61	0	0	0	6.5	338
6961	1011	25.1	60	0	0	0	7.3	24
6962	1011	24.4	63	0	0	0	7.1	54
6963	1011	24.1	64	0	0	0	7.5	221
6964	1011	23.8	70	0	0	0	7.5	184
6965	1011	23.6	71	0	0	0	7.1	179
6966	1011	23.6	72	0	0	0	7.3	25
6967	1011	24.4	66	57	44	0	6.9	63
6968	1011	25.7	61	217	86	0	6.5	348
6969	1011	27.2	58	394	112	0	6.5	349
6970	1011	28.7	51	545	128	0	6.3	1
6971	1011	29.9	49	626	150	0	6.7	2
6972	1011	30.9	44	647	162	0	7.3	327
6973	1011	31.5	44	622	152	0	8	338
6974	1011	31.8	44	540	131	0	7.3	357
6975	1011	31.8	43	397	110	0	6.7	8
6976	1011	31.2	46	220	83	0	6.1	10
6977	1011	30.3	48	60	43	0	6.1	344
6978	1011	29.3	48	0	0	0	6.5	20
6979	1011	28.5	57	0	0	0	5.2	346
6980	1011	27.8	59	0	0	0	4.2	9
6981	1011	27.1	60	0	0	0	3.7	4
6982	1011	26.3	62	0	0	0	4.1	351
6983	1011	25.6	64	0	0	0	4.5	16
6984	1011	24.8	67	0	0	0	4.4	6
6985	1011	24.2	71	0	0	0	4.2	27
6986	1011	23.5	73	0	0	0	3.5	339
6987	1011	23.2	72	0	0	0	4.1	135
6988	1011	22.8	75	0	0	0	4.2	62
6989	1011	22.6	78	0	0	0	3.3	16
6990	1011	22.5	79	0	0	0	4.6	343
6991	1011	23.3	79	60	42	0	4.8	353
6992	1011	24.7	74	228	78	0	5.6	344
6993	1011	26.2	70	412	100	0	6.7	341
6994	1011	27.6	60	561	116	0	7.7	339
6995	1011	28.8	56	649	133	0	8.2	337
6996	1011	29.7	52	680	139	0	8	347
6997	1011	30.3	45	652	131	0	8.6	6
6998	1011	30.6	41	565	113	0	9.1	4
6999	1011	30.6	39	427	88	0	9.6	13
7000	1011	30	41	238	71	0	9.4	10
7001	1011	29.1	41	64	40	0	8.4	32
7002	1011	28	43	0	0	0	6.3	12
7003	1011	27.5	47	0	0	0	6.1	313
7004	1011	27	48	0	0	0	5.4	18
7005	1011	26.5	48	0	0	0	5.2	344
7006	1011	26	49	0	0	0	4.6	10
7007	1011	25.5	48	0	0	0	4.8	7
7008	1011	24.9	48	0	0	0	3.5	10
7009	1011	24.7	52	0	0	0	2.6	16
7010	1011	24.4	53	0	0	0	2.6	348
7011	1011	24.3	53	0	0	0	3.2	339
7012	1011	24.1	57	0	0	0	4.1	357
7013	1011	24	56	0	0	0	2.9	354
7014	1011	24	56	0	0	0	3.5	5
7015	1011	24.9	53	44	52	0	3	1
7016	1011	26.3	49	194	98	0	2.8	332
7017	1011	27.8	45	370	121	0	3.7	18
7018	1011	29.3	40	501	149	0	4.2	6
7019	1011	30.6	40	587	169	0	4.5	25
7020	1011	31.7	36	625	170	0	5.6	354
7021	1011	32.4	35	602	159	0	6.5	0
7022	1011	32.7	36	533	129	0	5.6	13
7023	1011	32.7	35	378	114	0	5.6	338
7024	1011	32.1	37	204	87	0	4.2	348
7025	1011	31.2	40	52	44	0	4.8	14
7026	1011	30.2	41	0	0	0	4.8	340
7027	1011	29.5	47	0	0	0	5	356
7028	1011	28.9	47	0	0	0	4.8	354
7029	1011	28.3	46	0	0	0	4.5	67
7030	1011	27.7	50	0	0	0	4.8	111
7031	1011	27	55	0	0	0	5.2	73
7032	1011	26.4	56	0	0	0	5	46
7033	1011	25.8	54	0	0	0	4.5	357
7034	1011	25.1	56	0	0	0	4.8	24
7035	1011	24.8	53	0	0	0	5.6	335
7036	1011	24.4	57	0	0	0	5.8	336
7037	1011	24.2	64	0	0	0	6.1	4
7038	1011	24.2	66	0	0	0	7.7	2
7039	1011	24.9	58	51	43	0	9.1	333
7040	1011	26.2	54	206	87	0	9.4	6
7041	1011	27.7	50	374	117	0	8.4	360
7042	1011	29	43	518	137	0	8.4	334
7043	1011	30.3	38	613	150	0	8.8	355
7044	1011	31.2	36	636	160	0	8.8	350
7045	1011	31.8	34	638	134	0	8.2	29
7046	1011	32.2	32	562	109	0	8	335
7047	1011	32.1	34	414	90	0	8	69
7048	1011	31.6	37	227	72	0	6.5	349
7049	1011	30.7	40	55	45	0	6.1	355
7050	1011	29.7	43	0	0	0	5	64
7051	1011	29	51	0	0	0	6.1	300
7052	1011	28.2	50	0	0	0	5.4	230
7053	1011	27.4	50	0	0	0	5	9
7054	1011	26.7	52	0	0	0	4.5	17
7055	1011	25.9	54	0	0	0	4.2	60
7056	1011	25.2	57	0	0	0	5.2	68
7057	1011	24.5	62	0	0	0	6.7	342
7058	1011	23.9	68	0	0	0	6.7	318
7059	1011	23.5	71	0	0	0	8.6	333
7060	1011	23.2	75	0	0	0	9.1	331
7061	1011	23	77	0	0	0	9.1	304
7062	1011	22.9	82	0	0	0	8.4	293
7063	1011	23.7	80	52	42	0	9.1	186
7064	1011	25	73	209	82	0	10.3	65
7065	1011	26.4	64	398	101	0	10.9	332
7066	1011	27.9	55	554	120	0	12.3	358
7067	1011	29.1	48	666	115	0	13.5	30
7068	1011	30	46	676	133	0	13.7	352
7069	1011	30.7	42	629	136	0	14.7	308
7070	1011	30.9	40	535	122	0	15.3	344
7071	1011	30.9	39	387	105	0	16.3	357
7072	1011	30.3	40	202	83	0	14.1	347
7073	1011	29.4	42	49	41	0	14.3	36
7074	1011	28.4	45	0	0	0	13.1	359
7075	1011	27.7	49	0	0	0	13.1	343
7076	1011	27	53	0	0	0	12.6	353
7077	1011	26.2	52	0	0	0	11.6	25
7078	1011	25.5	52	0	0	0	11.9	44
7079	1011	24.8	56	0	0	0	11.3	85
7080	1011	24.1	55	0	0	0	11.9	176
7081	1011	23.5	60	0	0	0	11.6	4
7082	1011	22.9	63	0	0	0	10.9	10
7083	1011	22.6	64	0	0	0	11.6	277
7084	1011	22.2	65	0	0	0	10.8	272
7085	1011	22	66	0	0	0	9.9	88
7086	1011	22	59	0	0	0	10.8	341
7087	1011	22.7	58	53	43	0	10.3	354
7088	1011	24	55	217	77	0	11.1	359
7089	1011	25.5	54	400	98	0	10.1	12
7090	1011	26.9	46	558	108	0	10.1	19
7091	1011	28.1	43	636	130	0	8.6	5
7092	1011	29.1	37	664	137	0	9.6	354
7093	1011	29.7	35	635	129	0	10.7	2
7094	1011	30	34	567	100	0	9.9	5
7095	1011	30	33	434	73	0	9.9	357
7096	1011	29.4	34	228	69	0	8.8	333
7097	1011	28.5	38	51	43	0	10.1	319
7098	1011	27.5	41	0	0	0	9.6	331
7099	1011	26.9	44	0	0	0	8.8	356
7100	1011	26.3	48	0	0	0	6.7	18
7101	1011	25.6	49	0	0	0	5.4	307
7102	1011	25	53	0	0	0	5.4	352
7103	1011	24.4	54	0	0	0	4.8	339
7104	1011	23.8	56	0	0	0	4.4	5
7105	1011	23.4	54	0	0	0	4.2	314
7106	1011	22.9	55	0	0	0	3.9	335
7107	1011	22.7	57	0	0	0	5.2	340
7108	1011	22.5	56	0	0	0	6.5	342
7109	1011	22.3	57	0	0	0	5	315
7110	1011	22.3	56	0	0	0	5.4	330
7111	1011	23.1	53	55	39	0	5.4	345
7112	1011	24.4	49	224	71	0	5.8	337
7113	1011	26	45	411	87	0	6.5	1
7114	1011	27.4	40	537	118	0	8.6	2
7115	1011	28.6	38	610	143	0	9.1	354
7116	1011	29.6	33	647	144	0	9.7	320
7117	1011	30.3	32	615	138	0	10.5	331
7118	1011	30.6	31	523	123	0	11.9	341
7119	1011	30.5	34	377	105	0	12.3	353
7120	1011	29.9	37	197	81	0	12.6	301
7121	1011	29	38	47	39	0	11.9	345
7122	1011	28	43	0	0	0	11.9	310
7123	1011	27.3	46	0	0	0	10.5	334
7124	1011	26.6	49	0	0	0	10.5	360
7125	1011	25.9	50	0	0	0	9.4	332
7126	1011	25.1	52	0	0	0	9.1	342
7127	1011	24.4	58	0	0	0	9.1	322
7128	1011	23.7	61	0	0	0	9.9	273
7129	1011	23	65	0	0	0	9.7	239
7130	1011	22.3	64	0	0	0	9.7	186
7131	1011	21.9	62	0	0	0	9.7	330
7132	1011	21.5	66	0	0	0	10.5	14
7133	1011	21.3	67	0	0	0	8.4	359
7134	1011	21.3	68	0	0	0	6.9	36
7135	1011	21.9	67	49	40	0	6.3	358
7136	1011	23.2	61	204	80	0	7.1	13
7137	1011	24.6	57	388	100	0	6.3	12
7138	1011	26	50	534	117	0	6.5	4
7139	1011	27.2	47	614	138	0	6.5	9
7140	1011	28.1	44	666	130	0	7.1	13
7141	1011	28.7	41	653	113	0	7.7	14
7142	1011	29	41	571	93	0	6.9	355
7143	1011	29	43	425	74	0	7.3	7
7144	1011	28.5	41	222	71	0	7.7	356
7145	1011	27.6	44	51	42	0	8	313
7146	1011	26.6	49	0	0	0	8.8	349
7147	1011	25.8	53	0	0	0	8.8	349
7148	1011	25.1	52	0	0	0	7.1	338
7149	1011	24.3	53	0	0	0	6.5	1
7150	1011	23.5	59	0	0	0	6.1	351
7151	1011	22.8	62	0	0	0	5.8	348
7152	1011	22	65	0	0	0	5.8	348
7153	1011	21.4	70	0	0	0	5.4	344
7154	1011	20.7	72	0	0	0	6.1	348
7155	1011	20.4	76	0	0	0	5.8	357
7156	1011	20	76	0	0	0	6.3	321
7157	1011	19.8	74	0	0	0	6.3	10
7158	1011	19.8	75	0	0	0	5.8	5
7159	1011	20.4	69	50	39	0	5.2	23
7160	1011	21.7	59	211	74	0	5.2	0
7161	1011	23.1	54	387	99	0	4.6	18
7162	1011	24.5	46	545	108	0	5.6	18
7163	1012	25.7	43	629	126	0	6.1	64
7164	1012	26.6	42	662	130	0	7.3	338
7165	1012	27.2	43	625	127	0	7.7	0
7166	1012	27.4	42	527	115	0	7.7	3
7167	1012	27.4	42	392	89	0	7.1	20
7168	1012	26.8	43	194	83	0	6.7	35
7169	1012	25.9	44	46	39	0	6.9	3
7170	1012	24.9	48	0	0	0	6.7	0
7171	1012	24.4	50	0	0	0	6.7	347
7172	1012	23.8	48	0	0	0	4.4	23
7173	1012	23.3	49	0	0	0	4.8	1
7174	1011	22.7	48	0	0	0	4.4	322
7175	1011	22.1	49	0	0	0	3.7	32
7176	1011	21.6	50	0	0	0	3	13
7177	1011	21.2	53	0	0	0	3.2	355
7178	1011	20.8	49	0	0	0	2.9	350
7179	1011	20.7	51	0	0	0	3.5	328
7180	1011	20.5	50	0	0	0	4.4	338
7181	1011	20.3	51	0	0	0	3.3	6
7182	1011	20.3	47	0	0	0	3.7	350
7183	1011	21.1	45	51	38	0	4.6	350
7184	1011	22.5	42	222	67	0	4.1	141
7185	1011	24	40	418	77	0	4.4	55
7186	1011	25.5	36	563	95	0	5	64
7187	1011	26.8	32	634	121	0	4.6	33
7188	1011	27.8	31	655	131	0	4.5	299
7189	1011	28.4	31	594	143	0	4.8	310
7190	1011	28.7	31	505	125	0	4.8	323
7191	1011	28.6	31	373	97	0	4.5	131
7192	1011	28.1	31	197	75	0	3.5	282
7193	1011	27.1	33	43	38	0	3.5	291
7194	1011	26.2	39	0	0	0	3.9	297
7195	1011	25.4	40	0	0	0	3.2	308
7196	1011	24.7	43	0	0	0	2.9	302
7197	1011	24	45	0	0	0	2.3	303
7198	1011	23.3	51	0	0	0	1.7	300
7199	1011	22.5	51	0	0	0	1.5	301
7200	1011	21.8	52	0	0	0	2.6	308
7201	1011	21.1	52	0	0	0	2.3	325
7202	1011	20.3	53	0	0	0	2.6	346
7203	1011	19.9	56	0	0	0	3.3	38
7204	1011	19.4	58	0	0	0	2.1	32
7205	1011	19.1	61	0	0	0	1.9	192
7206	1011	19.1	58	0	0	0	1.1	286
7207	1011	19.7	55	45	38	0	1.3	48
7208	1011	20.8	51	206	73	0	2.1	355
7209	1011	22.2	43	389	93	0	2.3	9
7210	1011	23.5	39	542	105	0	2.8	354
7211	1011	24.6	37	640	115	0	2.9	14
7212	1011	25.5	35	659	126	0	3.5	322
7213	1011	26.1	34	635	116	0	3.7	350
7214	1011	26.3	35	526	111	0	3.9	354
7215	1011	26.2	34	391	85	0	4.1	15
7216	1011	25.6	36	212	66	0	4.2	4
7217	1011	24.7	39	43	39	0	3.5	51
7218	1011	23.8	46	0	0	0	2.5	92
7219	1011	23.4	48	0	0	0	2.9	338
7220	1011	23	50	0	0	0	3	348
7221	1011	22.6	49	0	0	0	1.7	2
7222	1011	22.3	52	0	0	0	1.7	349
7223	1011	21.9	54	0	0	0	2.1	348
7224	1011	21.5	53	0	0	0	1.9	314
7225	1011	21.5	52	0	0	0	2.1	357
7226	1011	21.4	55	0	0	0	1.5	358
7227	1011	21.4	52	0	0	0	1.9	349
7228	1011	21.4	56	0	0	0	1.5	345
7229	1011	21.4	58	0	0	0	0.3	352
7230	1011	21.4	62	0	0	0	1.5	348
7231	1011	22.1	61	32	44	0	1.7	351
7232	1011	23.5	59	168	99	0	2.1	12
7233	1011	25.1	54	354	110	0	1.5	65
7234	1011	26.6	48	497	129	0	2.3	350
7235	1011	28	43	591	141	0	2.6	23
7236	1011	29	38	626	143	0	3.3	2
7237	1011	29.8	39	611	127	0	3.5	358
7238	1011	30.1	39	534	103	0	2.9	342
7239	1011	30.2	37	410	73	0	2.6	284
7240	1011	29.6	37	200	74	0	2.5	51
7241	1011	28.6	38	34	46	0	1.9	44
7242	1011	27.7	45	0	0	0	2.5	220
7243	1011	27.1	49	0	0	0	2.8	322
7244	1011	26.6	50	0	0	0	2.5	328
7245	1011	26.1	54	0	0	0	1.1	318
7246	1011	25.6	57	0	0	0	1.7	320
7247	1011	25.1	60	0	0	0	2.5	287
7248	1011	24.6	59	0	0	0	2.1	32
7249	1011	24	58	0	0	0	1.3	68
7250	1011	23.4	63	0	0	0	2.1	319
7251	1011	23.1	71	0	0	0	3.7	295
7252	1011	22.8	72	0	0	0	3.7	291
7253	1011	22.6	75	0	0	0	3.7	318
7254	1011	22.6	80	0	0	0	3.9	304
7255	1011	23.2	76	40	39	0	3.5	305
7256	1011	24.4	73	191	77	0	4.1	300
7257	1011	25.7	65	345	111	0	3.9	304
7258	1011	27	55	476	143	0	3.5	309
7259	1011	28.2	48	581	144	0	3.9	295
7260	1011	29.1	47	588	164	0	3.7	323
7261	1011	29.7	44	549	162	0	4.5	304
7262	1011	29.9	41	481	131	0	3.5	328
7263	1011	29.9	44	348	106	0	3.2	335
7264	1011	29.3	41	173	80	0	3	335
7265	1011	28.4	43	37	36	0	4.2	304
7266	1011	27.6	48	0	0	0	4.5	316
7267	1011	26.9	47	0	0	0	5.2	133
7268	1011	26.2	50	0	0	0	5.6	180
7269	1011	25.6	54	0	0	0	6.5	331
7270	1011	24.9	56	0	0	0	6.3	303
7271	1011	24.3	58	0	0	0	5.8	288
7272	1011	23.6	61	0	0	0	6.5	314
7273	1011	23.1	64	0	0	0	7.1	288
7274	1011	22.6	64	0	0	0	6.3	321
7275	1011	22.3	66	0	0	0	6.7	309
7276	1011	22.1	64	0	0	0	6.1	277
7277	1011	21.9	65	0	0	0	5	185
7278	1011	21.9	65	0	0	0	5	348
7279	1011	22.6	64	41	38	0	5.4	336
7280	1011	23.8	57	179	86	0	5.2	340
7281	1011	25.2	49	373	95	0	5.6	33
7282	1011	26.7	40	533	103	0	5.2	322
7283	1011	27.9	34	624	116	0	5.8	348
7284	1011	28.8	32	640	129	0	5.8	356
7285	1011	29.5	32	621	115	0	6.1	39
7286	1011	29.8	31	541	94	0	6.9	59
7287	1011	29.8	32	398	74	0	6.7	88
7288	1011	29.3	32	149	118	2	5.8	57
7289	1011	28.3	36	0	38	2	6.7	82
7290	1011	27.3	41	0	0	2	6.1	22
7291	1011	26.3	42	0	0	2	5.4	346
7292	1011	25.3	44	0	0	1	5.2	357
7293	1011	24.3	44	0	0	1	4.4	338
7294	1011	23.3	45	0	0	1	4.2	22
7295	1011	22.2	46	0	0	1	3.7	6
7296	1011	21.1	48	0	0	1	3.5	34
7297	1011	20	56	0	0	0	4	351
7298	1011	18.9	58	0	0	0	4	322
7299	1011	17.8	62	0	0	0	4.2	339
7300	1011	17.1	63	0	0	0	5	4
7301	1011	16.6	64	0	0	0	4	322
7302	1011	16.5	60	0	0	0	4.8	3
7303	1011	17.1	58	38	37	0	5.9	343
7304	1011	18.4	53	174	81	0	5.9	186
7305	1011	19.9	46	363	99	0	6.3	49
7306	1011	21.4	41	486	127	0	6.9	351
7307	1011	22.6	38	559	152	0	7.4	352
7308	1011	23.6	36	609	145	0	8.6	354
7309	1011	24.3	34	608	120	0	9.8	70
7310	1011	24.5	33	518	105	0	8	29
7311	1011	24.5	34	397	73	0	7.2	337
7312	1011	23.8	36	151	115	0	7.7	341
7313	1011	22.6	39	0	41	0	10.2	340
7314	1011	21.8	43	0	0	0	8.3	325
7315	1011	21	51	0	0	0	7.7	31
7316	1011	20.2	55	0	0	0	7.2	351
7317	1011	19.3	56	0	0	0	7.7	145
7318	1011	18.5	55	0	0	0	7.4	35
7319	1011	17.7	60	0	0	0	6.5	342
7320	1011	16.9	62	0	0	0	6.3	71
7321	1011	16.5	62	0	0	0	6.7	325
7322	1011	16.1	64	0	0	0	6.1	348
7323	1011	15.9	68	0	0	0	6.5	324
7324	1011	15.7	69	0	0	0	6.9	353
7325	1011	15.6	72	0	0	0	6.1	1
7326	1011	15.6	80	0	0	0	7.7	10
7327	1011	16.4	74	39	37	0	9.8	112
7328	1011	18.1	72	187	78	0	9.3	26
7329	1011	20	63	364	96	0	10.8	52
7330	1011	21.8	55	531	99	0	9.3	311
7331	1011	23.4	50	614	116	0	9.8	295
7332	1011	24.7	45	631	129	0	9.8	239
7333	1011	25.5	44	603	120	0	8.3	311
7334	1011	25.8	42	481	124	0	8.3	291
7335	1011	25.8	42	363	89	0	7.7	301
7336	1011	25	43	139	118	3	6.7	309
7337	1011	23.7	48	0	33	3	6.5	304
7338	1011	23	54	0	0	3	5.9	231
7339	1011	22.3	55	0	0	2	5.7	252
7340	1011	21.5	60	0	0	2	5.5	329
7341	1011	20.8	62	0	0	2	5.2	305
7342	1011	20	59	0	0	2	3.5	305
7343	1011	19.3	61	0	0	2	3.8	187
7344	1011	18.5	61	0	0	1	5	102
7345	1011	17.8	65	0	0	1	4.8	43
7346	1011	17.1	70	0	0	1	5.3	241
7347	1011	16.7	71	0	0	1	6.9	244
7348	1011	16.3	73	0	0	1	5.7	234
7349	1012	16	73	0	0	1	5	132
7350	1012	16	67	0	0	0	3.8	313
7351	1012	16.8	64	47	33	0	3.6	306
7352	1012	18.5	59	230	54	0	3.6	307
7353	1012	20.4	59	440	54	0	5.3	320
7354	1012	22.2	50	594	67	0	6.5	136
7355	1012	23.8	45	698	77	0	6.9	21
7356	1012	25	45	725	82	0	6.3	356
7357	1012	25.8	40	688	78	0	8	336
7358	1012	26.2	38	584	68	0	8.9	343
7359	1012	26.1	36	431	54	0	9.8	6
7360	1012	25.3	36	148	124	3	11.4	352
7361	1012	24	41	0	31	3	11.9	353
7362	1012	23.1	46	0	0	3	9.8	327
7363	1012	22.3	49	0	0	3	8.9	354
7364	1012	21.5	54	0	0	3	9.8	17
7365	1012	20.7	54	0	0	3	8.9	345
7366	1012	19.9	55	0	0	3	9.3	327
7367	1012	19.1	58	0	0	3	10.4	335
7368	1012	18.2	60	0	0	3	8.6	340
7369	1012	17.7	64	0	0	3	8.3	342
7370	1012	17.1	66	0	0	3	8	353
7371	1012	16.6	65	0	0	3	8.9	312
7372	1012	16.3	63	0	0	3	8.9	333
7373	1012	16	65	0	0	3	7.7	354
7374	1011	15.7	61	0	0	3	8.6	310
7375	1011	16.4	62	0	37	3	10.5	2
7376	1011	18.6	52	146	125	3	10.2	353
7377	1011	20.6	46	402	74	0	10.8	311
7378	1011	22.4	38	578	71	0	11.4	341
7379	1011	23.8	36	668	84	0	13.3	1
7380	1011	24.9	33	711	84	0	12.2	10
7381	1011	25.6	32	673	81	0	13.3	326
7382	1011	25.8	34	575	69	0	12.2	348
7383	1011	25.5	34	395	73	0	10.8	304
7384	1011	24.6	35	140	122	3	10.2	336
7385	1011	23.1	38	0	31	3	10.2	326
7386	1011	22.5	42	0	0	3	9.3	327
7387	1011	21.9	45	0	0	3	8.9	348
7388	1011	21.3	46	0	0	3	8.3	329
7389	1011	20.6	46	0	0	3	7.2	353
7390	1011	20	51	0	0	3	6.1	342
7391	1011	19.4	54	0	0	3	5.9	3
7392	1011	18.8	54	0	0	3	5.5	326
7393	1011	18.3	57	0	0	3	6.5	317
7394	1011	17.8	59	0	0	3	7.7	339
7395	1011	17.3	57	0	0	3	6.7	307
7396	1011	17.1	59	0	0	3	6.1	334
7397	1011	16.8	64	0	0	3	5.9	333
7398	1011	16.7	69	0	0	3	6.1	322
7399	1011	17.3	67	0	35	3	6.7	325
7400	1011	19.5	57	142	124	3	8	352
7401	1011	21.5	49	401	68	0	7.7	326
7402	1011	23.2	38	538	88	0	10.5	349
7403	1011	24.7	34	656	87	0	11.4	358
7404	1011	25.8	33	684	92	0	10.8	356
7405	1011	26.5	31	641	92	0	11.9	346
7406	1011	26.7	31	541	82	0	14.4	356
7407	1011	26.5	32	402	63	0	13.3	348
7408	1011	25.6	35	137	121	3	11.4	343
7409	1011	24.2	39	0	29	3	10.8	348
7410	1011	23.5	47	0	0	3	9.3	324
7411	1011	22.7	48	0	0	3	8	330
7412	1011	22	50	0	0	3	7.7	360
7413	1011	21.3	48	0	0	3	6.9	359
7414	1011	20.6	51	0	0	3	6.1	337
7415	1011	19.9	51	0	0	3	6.3	351
7416	1011	19.1	53	0	0	3	5.9	342
7417	1011	18.5	59	0	0	3	6.1	17
7418	1012	17.8	61	0	0	3	5.7	21
7419	1012	17.1	62	0	0	3	6.9	327
